pmcid,pmid,doi,year,journal,title,authors,citation_count,rcr,terms_matched
PMC8508651,34638715,10.3390/ijms221910374,2021,International journal of molecular sciences,A Secreted Chorismate Mutase from Xanthomonas arboricola pv. juglandis Attenuates Virulence and Walnut Blight Symptoms.,"Assis RAB, Sagawa CHD, Zaini PA",5,0.40208717570129787,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; S10OD021801; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6423997,30663186,10.1002/pro.3575,2019,Protein science : a publication of the Protein Society,A practical method for efficient and optimal production of Seleno-methionine-labeled recombinant protein complexes in the insect cells.,"Wenzel S, Imasaki T, Takagi Y",5,0.295277659000795,"""University of California Davis Proteomics Core"""
PMC3707647,23723094,10.1074/jbc.M113.464271,2013,The Journal of biological chemistry,Domain requirements of the JIL-1 tandem kinase for histone H3 serine 10 phosphorylation and chromatin remodeling in vivo.,"Li Y, Cai W, Wang C",5,0.1071801510035025,"""University of California Davis Proteomics Core"""
PMC9330664,35902919,10.1186/s40851-022-00194-2,2022,Zoological letters,"Medaka, Oryzias latipes, egg envelopes are created by ovarian-expressed ZP proteins and liver-expressed choriogenins.","Birk DS, Onose S, Kinoshita M",5,0.5616432082889092,"""UC Davis Genome Center Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3694802,23665319,10.1016/j.bbrc.2013.04.100,2013,Biochemical and biophysical research communications,Myc binds the pluripotency factor Utf1 through the basic-helix-loop-helix leucine zipper domain.,"Laskowski AI, Knoepfler PS",5,0.12309717512368142,"""UC Davis Genome Center Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC11300613,39103318,10.1038/s41467-024-50411-z,2024,Nature communications,Multiplexed volumetric CLEM enabled by scFvs provides insights into the cytology of cerebellar cortex.,"Han X, Lu X, Li PH",5,0.7380667831600964,"(""Proteomics Core"" AND ""UC Davis"")"
PMC10962826,38478588,10.1371/journal.pbio.3002558,2024,PLoS biology,Polyphosphate kinase regulates LPS structure and polymyxin resistance during starvation in E. coli.,"Baijal K, Abramchuk I, Herrera CM",4,1.0595199246919849,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC8866557,35222334,10.3389/fmicb.2022.811774,2022,Frontiers in microbiology,Multi-Omics Profiling Specifies Involvement of Alternative Ribosomal Proteins in Response to Zinc Limitation in Mycobacterium smegmatis.,"Dow A, Burger A, Marcantonio E",4,0.40967570311254925,"""UC Davis Genome Center Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC9145405,35628711,10.3390/jof8050455,2022,"Journal of fungi (Basel, Switzerland)",Characterization of the Growth and Morphology of a BSL-2 Coccidioides posadasii Strain That Persists in the Parasitic Life Cycle at Ambient CO(2).,"Garcia JA, Vu K, Thompson GR 3rd",4,0.6034942398884381,"""Proteomics Core Facility at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC9113002,35600141,10.1021/acsomega.2c01864,2022,ACS omega,Identification of Endogenous Peptides in Nasal Swab Transport Media used in MALDI-TOF-MS Based COVID-19 Screening.,"Tsai H, Phinney BS, Grigorean G",4,0.47027423048313505,"S10OD021801; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC12624140,41116062,10.1038/s44318-025-00585-z,2025,The EMBO journal,A conserved chronobiological complex times C. elegans development.,"Spangler RK, Braun K, Ashley GE",4,,"S10OD026918; (""Proteomics Core"" AND ""UC Davis"")"
PMC10607192,37894945,10.3390/ijms242015266,2023,International journal of molecular sciences,Mitochondrial and Proteasome Dysfunction Occurs in the Hearts of Mice Treated with Triazine Herbicide Prometryn.,"Sule RO, Phinney BS, Salemi MR",4,0.7737748697670167,"""Brett S. Phinney"""
PMC10488017,37686279,10.3390/ijms241713477,2023,International journal of molecular sciences,Blood Proteome Profiling Reveals Biomarkers and Pathway Alterations in Fragile X PM at Risk for Developing FXTAS.,"Zafarullah M, Li J, Salemi MR",4,0.6511534451368414,"""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC11335217,38977495,10.1007/s00018-024-05283-3,2024,Cellular and molecular life sciences : CMLS,The Toxoplasma secreted effector TgWIP modulates dendritic cell motility by activating host tyrosine phosphatases Shp1 and Shp2.,"Morales P, Brown AJ, Sangaré LO",4,0.6788464342168982,"(""Proteomics Core"" AND ""UC Davis"")"
PMC11971541,39556314,10.1089/ten.tea.2024.0267,2025,Tissue engineering. Part A,Decellularized Extracellular Matrix Improves Mesenchymal Stromal Cell Spheroid Response to Chondrogenic Stimuli.,"Ramos-Rodriguez DH, Fok SW, Dorais CJ",3,,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC11014484,38617306,10.1101/2024.03.29.587368,2024,bioRxiv : the preprint server for biology,A mechanism that transduces lysosomal damage signals to stress granule formation for cell survival.,"Duran J, Poolsup S, Allers L",3,0.4410670136496292,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; S10OD026918; (""Proteomics Core"" AND ""UC Davis"")"
PMC11878639,40036305,10.1093/stcltm/szae094,2025,Stem cells translational medicine,Investigational New Drug-enabling studies to use genetically modified mesenchymal stromal cells in patients with critical limb ischemia.,"Cressman A, Le B, Morales D",3,,"""Proteomics Core at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4767115,26914974,10.1038/srep21575,2016,Scientific reports,Corrigendum: The Type II Secreted Lipase/Esterase LesA is a Key Virulence Factor Required for Xylella fastidiosa Pathogenesis in Grapevines.,"Nascimento R, Gouran H, Chakraborty S",3,0.15999729887029854,"""Proteomics Core at UC Davis""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC8693970,34495684,10.1091/mbc.E21-04-0187,2021,Molecular biology of the cell,Evidence for a nuclear role for Drosophila Dlg as a regulator of the NURF complex.,"Sharp KA, Khoury MJ, Wirtz-Peitz F",3,0.16815708594938808,S10OD021801
PMC11685895,39739089,10.1038/s41598-024-83932-0,2024,Scientific reports,The efficacy of an embryonic stem cell-based vaccine for lung cancer prevention depends on the undifferentiated state of the stem cells.,"Meng S, Whitt AG, Eaton JW",3,0.7499510018973791,"""Brett Phinney"""
PMC9662738,36374931,10.1371/journal.pone.0277284,2022,PloS one,Witch Nails (Krt90whnl): A spontaneous mouse mutation affecting nail growth and development.,"Sundberg JP, Galantino-Homer H, Fairfield H",3,0.2811811677013692,"""Brett Phinney"""
PMC12485729,41040385,10.1101/2025.09.26.678912,2025,bioRxiv : the preprint server for biology,Development and validation of a streamlined workflow for proteomic analysis of proteins and post-translational modifications from dried blood.,"Foster MW, Chen Y, Violette M",3,,"""Brett S. Phinney"""
PMC10557606,37808842,10.1101/2023.09.25.559355,2023,bioRxiv : the preprint server for biology,TRIP13 localizes to synapsed chromosomes and functions as a dosage-sensitive regulator of meiosis.,"Chotiner JY, Leu NA, Yang F",3,0.29594847744606,"(""Proteomics Core"" AND ""UC Davis"")"
PMC12590308,39954753,10.1016/j.actbio.2025.02.028,2025,Acta biomaterialia,Extracellular matrix ligands modulate the endothelial progenitor cell secretome for enhanced angiogenesis.,"Dartora VFC, Carney R, Wang A",2,,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC12690474,40815262,10.1093/icb/icaf148,2025,Integrative and comparative biology,Proteomic Signatures of SARS-CoV-2 Susceptibility in Mexican Free-tailed Bats and Their Application to Viral Surveillance.,"Becker DJ, Vicente-Santos A, Morales AE",2,,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""Proteomics Core at UC Davis""; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC11978689,40198388,10.1007/s00122-025-04882-3,2025,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Deletion of wheat alpha-gliadins from chromosome 6D improves gluten strength and reduces immunodominant celiac disease epitopes.,"Rottersman MG, Zhang W, Zhang J",2,,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC10651018,37967097,10.1371/journal.pone.0293085,2023,PloS one,Production of high protein yeast using enzymatically liquefied almond hulls.,"Sitepu IR, Hitomi A, Wu W",2,0.6563381248267514,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC10479908,37669266,10.1371/journal.pone.0290778,2023,PloS one,Comparison of the broncoalveolar lavage fluid proteomics between foals and adult horses.,"Rivolta AA, Bujold AR, Wilmarth PA",2,0.6923388447349722,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""Proteomics Core at UC Davis""; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7565608,32882865,10.3390/biology9090261,2020,Biology,Deep Learning Neural Network Prediction Method Improves Proteome Profiling of Vascular Sap of Grapevines during Pierce's Disease Development.,"Helena Duarte Sagawa C, Zaini PA, de A B Assis R",2,0.15648125922990763,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; S10OD021801; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5663228,29104365,10.1111/joss.12266,2017,Journal of sensory studies,Validation of a paper-disk approach to facilitate the sensory evaluation of bitterness in dairy protein hydrolysates from a newly developed food-grade fractionation system.,"Murray NM, O'Riordan D, Jacquier JC",2,0.130665821260659,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC11229363,38726870,10.1093/nar/gkae372,2024,Nucleic acids research,Reduction of ZFX levels decreases histone H4 acetylation and increases Pol2 pausing at target promoters.,"Hsu E, Hutchison K, Liu Y",2,0.2817580717164632,"""UC Davis Genome Center Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC12705107,40923996,10.1083/jcb.202503166,2025,The Journal of cell biology,ATG16L1 controls mammalian vacuolar proton ATPase.,"Duque TLA, Paddar M, Trosdal E",2,,"""Proteomics Core at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC11479043,39408235,10.3390/nu16193268,2024,Nutrients,Effect of In Vitro Digestion on Bioactive Peptides Related to Immune and Gut Health in Intact Cow's Milk and Hydrolyzed Protein-Based Infant Formulas.,"Grigorean G, Du X, Kuhfeld R",2,0.6755207518257136,"""Proteomics Core at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC10734632,37788135,10.1093/toxsci/kfad103,2023,Toxicological sciences : an official journal of the Society of Toxicology,Environmental pro-oxidants induce altered envelope protein profiles in human keratinocytes.,"Lin LW, Durbin-Johnson BP, Rocke DM",2,0.3832895065651763,"S10OD026918; ""Brett S. Phinney"""
PMC11100808,38766223,10.1101/2024.05.09.593322,2024,bioRxiv : the preprint server for biology,A conserved chronobiological complex times C. elegans development.,"Spangler RK, Braun K, Ashley GE",2,0.36419569640797694,"S10OD026918; (""Proteomics Core"" AND ""UC Davis"")"
PMC11118416,38798543,10.1101/2024.05.15.594178,2024,bioRxiv : the preprint server for biology,The balance between antiviral and antibacterial responses during M. tuberculosis infection is regulated by the ubiquitin ligase CBL.,"Truong T, Martin K, Salemi M",2,0.4834400801202624,"""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC10065298,37000833,10.1371/journal.pone.0283619,2023,PloS one,Protein profiling of forehead epidermal corneocytes distinguishes frontal fibrosing from androgenetic alopecia.,"Karim N, Mirmirani P, Durbin-Johnson BP",2,0.4904206921058557,"""Brett S. Phinney"""
PMC12538816,41117550,10.1002/jev2.70175,2025,Journal of extracellular vesicles,Hybrid Extracellular Vesicles With Combined Functional Properties From Mesenchymal Stem Cells and Astrocytes for Targeted Neurodegenerative Disease Applications.,"Wang D, Clark K, Rouen KC",1,,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; S10OD021801; (""Proteomics Core"" AND ""UC Davis"")"
PMC12421816,40762489,10.1128/mbio.01007-25,2025,mBio,A large-scale screening campaign of putative carbohydrate-active enzymes reveals a novel xylanase from anaerobic gut fungi.,"Jin S, Farrand IR, Chen Y",1,,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC12209112,40586933,10.1007/s00018-025-05728-3,2025,Cellular and molecular life sciences : CMLS,PAK1 regulates oligodendroglial proliferation and repopulation in homeostatic and demyelinating brain.,"Wang Y, Kim B, Shi X",1,,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC12147174,40158855,10.1016/j.jbc.2025.108467,2025,The Journal of biological chemistry,PEX1(G843D) remains functional in peroxisome biogenesis but is rapidly degraded by the proteasome.,"Sheedy CJ, Chowdhury SP, Ali BA",1,,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; S10OD026918; (""Proteomics Core"" AND ""UC Davis"")"
PMC10350021,37461725,10.1101/2023.07.06.546892,2023,bioRxiv : the preprint server for biology,Proteomics analysis reveals a role for E. coli polyphosphate kinase in membrane structure and polymyxin resistance during starvation.,"Baijal K, Abramchuk I, Herrera CM",1,0.17696743866911266,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC11838303,39974920,10.1101/2025.01.28.635368,2025,bioRxiv : the preprint server for biology,Small heat shock protein HSPB8 interacts with a pre-fibrillar TDP43 low complexity domain species to delay fibril formation.,"Jami KM, Farb DC, Osumi KM",1,,"""Proteomics Core Facility at UC Davis""; S10OD026918; (""Proteomics Core"" AND ""UC Davis"")"
PMC11432144,39337294,10.3390/ijms25189807,2024,International journal of molecular sciences,Hepatic Proteomic Changes Associated with Liver Injury Caused by Alcohol Consumption in Fpr2(-)(/-) Mice.,"Hardesty JE, Warner JB, Wilkey DW",1,0.3165554047863937,"""Brett S. Phinney"""
PMC10332336,37435391,10.7171/3fc1f5fe.9b78d780,2023,Journal of biomolecular techniques : JBT,2019 Association of Biomolecular Resource Facilities Multi-Laboratory Data-Independent Acquisition Proteomics Study.,"Kirkpatrick J, Stemmer PM, Searle BC",1,0.11784061209545534,"""Brett S. Phinney"""
PMC12539602,40913772,10.1016/j.celrep.2025.116247,2025,Cell reports,Paraspeckle protein NONO regulates active chromatin by allosterically stimulating NSD1.,"Hsu CI, Mei S, Demmerle J",1,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC12393285,40894546,10.1101/2025.08.12.670003,2025,bioRxiv : the preprint server for biology,Genetically encoded tool for manipulation of ATP/ADP ratio in human cells.,"Ekvik AE, Kober MM, Titov DV",1,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC12005106,39937672,10.1091/mbc.E24-12-0557,2025,Molecular biology of the cell,A ternary complex of MIPs in the A-tubule of basal bodies and axonemes depends on RIB22 and the EF-hand domain of RIB72A in Tetrahymena cilia.,"Howard-Till RA, Li S, Pallabi Kar U",1,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC12874058,41659678,10.64898/2026.01.28.702203,2026,bioRxiv : the preprint server for biology,Translational control of CAK and Cdk T-loop phosphorylation in response to growth in yeast.,"Blank HM, No EG, Nelson AE",0,,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC12714018,41427283,10.64898/2025.12.11.693549,2025,bioRxiv : the preprint server for biology,Molecular interactions of Chd8 in mouse brain highlights a role in chromatin-associated RNA processing.,"Smith E, Canales CP, Kenaston MW",0,,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC12501927,40969138,10.1021/acs.jproteome.5c00290,2025,Journal of proteome research,"Specimen Inactivation Methods for Proteomics─Comparisons of Irradiation, Chemical, and Heat Treatments on Downstream Serum Analyses.","Genovese BN, Randhawa N, Grigorean G",0,,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC12424677,40950131,10.1101/2025.08.28.672885,2025,bioRxiv : the preprint server for biology,A physiological microfluidic blood-brain-barrier model for in vitro study of nanoparticle trafficking and accumulation.,"Nguyen BB, Lowe NM, Kellogg S",0,,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC12206446,40476730,10.1093/ismejo/wraf120,2025,The ISME journal,Trichodesmium metaproteomes reflect the differential influence of resource availability across ocean regions.,"Anderson HS, Frischkorn KR, Haley ST",0,,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC11661142,39713301,10.1101/2024.12.10.627778,2024,bioRxiv : the preprint server for biology,PEX1(G843D) remains functional in peroxisome biogenesis but is rapidly degraded by the proteasome.,"Sheedy CJ, Chowdhury SP, Ali BA",0,0.0,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; S10OD026918; (""Proteomics Core"" AND ""UC Davis"")"
PMC11092442,38746444,10.1101/2024.04.26.591153,2024,bioRxiv : the preprint server for biology,Control of OPC proliferation and repopulation by the intellectual disability gene PAK1 under homeostatic and demyelinating conditions.,"Wang Y, Kim B, Gong S",0,0.0,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC10542151,37790392,10.1101/2023.09.21.558868,2024,bioRxiv : the preprint server for biology,C. elegans Dicer acts with the RIG-I-like helicase DRH-1 and RDE-4 to cleave dsRNA.,"Consalvo CD, Aderounmu AM, Donelick HM",0,0.0,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3635421,PMC3635421,,2013,Journal of Biomolecular Techniques : JBT,Comparative Proteomic Study of Mouse Liver Exposed to Differing Gravitational Environments.,"Phinney BS, Weber DM, Fuller CA",,,"""UC Davis Proteomics Core""; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3630641,PMC3630641,,2012,Journal of Biomolecular Techniques : JBT,A Comparative Study of Peptide Storage Conditions Over an Extended Time Frame.,"Tran D, Nguyen V, Breck M",,,"""University of California Davis Proteomics Core"""
PMC2918012,PMC2918012,,2010,Journal of Biomolecular Techniques : JBT,A Comparative Study of In-Gel Digestions Using Microwave or Pressure Accelerated Technologies.,"Ching B, Tran D, Phinney B",,,"""University of California Davis Proteomics Core"""
PMC12989903,41690263,10.1016/j.bpc.2026.107590,2026,Biophysical chemistry,Small heat shock protein HSPB8 interacts with a pre-fibrillar TDP43 low complexity domain species to delay fibril formation.,"Jami KM, Corbett KE, Farb DC",0,,"""Proteomics Core Facility at UC Davis""; S10OD026918; (""Proteomics Core"" AND ""UC Davis"")"
PMC8076719,10.1016/j.biopsych.2021.02.713,10.1016/j.biopsych.2021.02.713,2021,Biological Psychiatry,The Landscape of Humoral Immunity in the CSF of COVID-19 Patients With Neuropsychiatric Involvement.,"Bartley C, Ngo T, Dandekar R",,,S10OD021801
PMC12718363,41364770,10.1073/pnas.2504869122,2025,Proceedings of the National Academy of Sciences of the United States of America,Vibrio cholerae biofilm matrix assembly and growth are shaped by a glutamate-specific TAXI/TRAP protein.,"Potapova A, Oguchi R, Jimmy S",0,,"""Brett Phinney"""
PMC7022608,10.3390/biom10010145,10.3390/biom10010145,2020,Biomolecules,Acknowledgement to Reviewers of Biomolecules in 2019.,Biomolecules Editorial Office,,,"""Brett Phinney"""
PMC2291719,PMC2291719,,2005,Journal of Biomolecular Techniques : JBT,NUCLEIC ACIDS RESEARCH GROUP.,,,,"""Brett Phinney"""
PMC2291668,PMC2291668,,2004,Journal of Biomolecular Techniques : JBT,RESEARCH GROUP COMMITTEE REPORTS.,,,,"""Brett Phinney"""
PMC2291702,PMC2291702,,2004,Journal of Biomolecular Techniques : JBT,Research Group/Committee Reports.,,,,"""Brett Phinney"""
PMC11192302,38905290,10.1371/journal.pone.0306211,2024,PloS one,Correction: Comparison of the broncoalveolar lavage fluid proteomics between foals and adult horses.,"Rivolta AA, Bujold AR, Wilmarth PA",0,0.0,"""Brett S. Phinney"""
PMC11110105,38598786,10.1021/acs.chemrestox.3c00353,2024,Chemical research in toxicology,Human Keratinocyte Responses to Woodsmoke Chemicals.,"Karim N, Yang Y, Salemi M",0,0.0,"""Brett S. Phinney"""
PMC10996607,38585836,10.1101/2024.03.25.585597,2024,bioRxiv : the preprint server for biology,Probe-dependent Proximity Profiling (ProPPr) Uncovers Similarities and Differences in Phospho-Tau-Associated Proteomes Between Tauopathies.,"Morderer D, Wren MC, Liu F",0,0.0,"""Brett S. Phinney"""
PMC6938055,PMC6938055,,2019,Journal of Biomolecular Techniques : JBT,Can You Deal with Sample and Experimental Diversity in a Proteomics Core While Being Nimble and Efficient? Answer= Not Really.,Phinney BS,,,"""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3635300,PMC3635300,,2013,Journal of Biomolecular Techniques : JBT,,"Andacht TM, Bennett KL, Bystrom C",,,"""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3635275,PMC3635275,,2013,Journal of Biomolecular Techniques : JBT,The 2012/2013 PRG Study: Assessing Longitudinal Variability in Routine Peptide LC-MS/MS Analysis.,"Andacht TM, Bennett KL, Bystrom C",,,"""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3635369,PMC3635369,,2013,Journal of Biomolecular Techniques : JBT,,"Colangelo C, Dufresne CP, Ivanov AR",,,"""Brett S. Phinney"""
PMC3635292,PMC3635292,,2013,Journal of Biomolecular Techniques : JBT,ABRF-sPRG 2013 Study: Development and Characterization of a Proteomics Normalization Standard Consisting of 1000 Stable Isotope Labeled Peptides and a Qualitative Stability Study o,"Dufresne CP, Ivanov AR, Koller A",,,"""Brett S. Phinney"""
PMC3630553,PMC3630553,,2012,Journal of Biomolecular Techniques : JBT,The 2012 PRG Study: Assessing Longitudinal Variability in Routine Peptide LC-MS/MS Analysis.,"Andacht TM, Bennett K, Bystrom C",,,"""Brett S. Phinney"""
PMC3630542,PMC3630542,,2012,Journal of Biomolecular Techniques : JBT,The 2012 PRG study: Assessing Longitudinal Variability in Routine Peptide LC-MS/MS Analysis.,"Andacht TM, Bennett K, Bystrom C",,,"""Brett S. Phinney"""
PMC13053008,41811151,10.1152/function.106.2025,2026,"Function (Oxford, England)",Dietary salt impairs circadian physiological metabolic adaptations in salt-sensitive hypertension.,"Dissanayake LV, Zietara A, Tiwari R",0,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC13021753,41886159,10.1007/s11306-026-02418-4,2026,Metabolomics : Official journal of the Metabolomic Society,Correction: What's in a name? Metabolite identification: challenges and pitfalls in untargeted metabolomics.,"Theodoridis G, Fiehn O, Holčapek M",,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC13012048,41855263,10.1073/pnas.2517314123,2026,Proceedings of the National Academy of Sciences of the United States of America,Gut microbe-derived N-acyl serinol lipids shape host postprandial metabolic homeostasis.,"Dutta S, Mahen KK, Massey WJ",0,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC12886295,41663788,10.1007/s11306-025-02387-0,2026,Metabolomics : Official journal of the Metabolomic Society,What's in a name? Metabolite identification: challenges and pitfalls in untargeted metabolomics.,"Theodoridis G, Fiehn O, Holčapek M",0,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC12714561,41414675,10.1093/nar/gkaf1362,2025,Nucleic acids research,Stage-dependent dual mechanisms of MORC2 in retrotransposon silencing and sex chromosome inactivation in germ cells.,"Kang Z, Guo R, Han S",0,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC12610465,41226302,10.3390/ijms262110260,2025,International journal of molecular sciences,PF4 Autoantibody Complexes Cause Activation of Integrins αIIbβ3 and αvβ3 and Possible Subsequent Thrombosis and Autoimmune Diseases.,"Takada YK, Wu CY, Takada Y",0,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC11627200,10.1038/s41431-024-01734-4,10.1038/s41431-024-01734-4,2024,European Journal of Human Genetics,Abstracts from the 57(th) European Society of Human Genetics (ESHG) Conference: Hybrid Posters.,,,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC12560119,41147645,10.1002/jev2.70157,2025,Journal of extracellular vesicles,ISEV2025 Abstract Book.,,0,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC12236827,40631121,10.1101/2025.06.14.659623,2025,bioRxiv : the preprint server for biology,Yellow Fever Virus Interactomes Reveal Common and Divergent Strategies of Replication and Evolution for Mosquito-borne Flaviviruses.,"Kenaston MW, Cherkashchenko L, Skawinski CLS",0,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC12221368,40449590,10.1016/j.jbc.2025.110317,2025,The Journal of biological chemistry,Long AKAP18 isoforms anchor ubiquitin specific proteinases and coordinate calcium reuptake at the sarcoplasmic reticulum.,"Park T, Forbush K, Li Y",0,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC11277024,39063110,10.3390/ijms25147866,2024,International journal of molecular sciences,Fermented Wheat Germ Protein with Histone Deacetylase Inhibitor AR42 Demonstrates Enhanced Cytotoxicity against Lymphoma Cells In Vitro and In Vivo.,"Meckler JF, Levis DJ, Kong Y",0,0.0,"(""Proteomics Core"" AND ""UC Davis"")"
PMC11230507,38978596,10.21203/rs.3.rs-4539584/v1,2024,Research square,The Toxoplasma secreted effector TgWIP modulates dendritic cell motility by activating host tyrosine phosphatases Shp1 and Shp2.,"Morales P, Brown AJ, Sangare LO",0,0.0,"(""Proteomics Core"" AND ""UC Davis"")"
PMC10778770,38203511,10.3390/ijms25010341,2023,International journal of molecular sciences,"Recombinant Phytase Modulates Blood Amino Acids and Proteomics Profiles in Pigs Fed with Low-Protein, -Calcium, and -Phosphorous Diets.","Shili CN, Kiyimba F, Hartsen S",0,0.0,"(""Proteomics Core"" AND ""UC Davis"")"
PMC10760081,38168400,10.1101/2023.12.13.571530,2023,bioRxiv : the preprint server for biology,Host E3 ubiquitin ligase ITCH mediates Toxoplasma gondii effector GRA35-triggered NLRP1 inflammasome activation and cell-autonomous immunity.,"Wang Y, Hollingsworth LR, Sangaré LO",0,0.0,"(""Proteomics Core"" AND ""UC Davis"")"
PMC10350204,37461609,10.21203/rs.3.rs-3121892/v1,2023,Research square,Multiplexed volumetric CLEM enabled by antibody derivatives provides new insights into the cytology of the mouse cerebellar cortex.,"Han X, Lu X, Li PH",0,0.0,"(""Proteomics Core"" AND ""UC Davis"")"
PMC8123387,10.1002/jev2.12083,10.1002/jev2.12083,2021,Journal of Extracellular Vesicles,ISEV2021 Abstract Book.,,,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC3630536,PMC3630536,,2012,Journal of Biomolecular Techniques : JBT,ABRF-sPRG 2011–2012 Study: Development and Characterization of a Comprehensive Standard for Analysis of Post-translational Modifications Followed by Evaluation of the Standard by S,"Colangelo C, Dufresne CP, Friedman DB",,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC3630647,PMC3630647,,2012,Journal of Biomolecular Techniques : JBT,ABRF-sPRG 2011-2012 Study: Development and Characterization of a Comprehensive Standard for Analysis of Post-translational Modifications followed by Evaluation of the Standard by S,"Colangelo C, Dufresne CP, Friedman DB",,,"(""Proteomics Core"" AND ""UC Davis"")"
PMC2359594,18300397,,2008,Journal of biomolecular techniques : JBT,"Enabling technologies in the life sciences. Abstracts of an international symposium by the Association of Biomolecular Resource Facilities. February 9-12, 2008. Salt Lake City, Uta",,0,0.0,"(""Proteomics Core"" AND ""UC Davis"")"
PMC13007716,41856108,10.1016/j.chom.2026.02.015,2026,Cell host & microbe,Glycogen phosphorylase L confers metabolic flexibility in neutrophils to fight fungal infections in nutrient-deprived tissues.,"Choi W, Li DD, McLaughlin CT",0,,"(""Proteomics Core"" AND ""UC Davis"")"
